-                   	data                	identity            	time                
497                 	100946              	498                 	2021-12-22 12:45:25.174000
498                 	100966              	499                 	2021-12-22 12:45:25.174000
499                 	120305              	500                 	2021-12-22 12:45:25.174000
500                 	100900              	501                 	2021-12-22 12:45:25.189000
501                 	100907              	502                 	2021-12-22 12:45:25.189000
502                 	130325              	503                 	2021-12-22 12:45:25.189000
503                 	119034              	504                 	2021-12-22 12:45:25.189000
504                 	109328              	505                 	2021-12-22 12:45:25.189000
505                 	117926              	506                 	2021-12-22 12:45:25.189000
506                 	118634              	507                 	2021-12-22 12:45:25.189000
507                 	109524              	508                 	2021-12-22 12:45:25.189000
508                 	110455              	509                 	2021-12-22 12:45:25.189000
509                 	100874              	510                 	2021-12-22 12:45:25.189000
510                 	115134              	511                 	2021-12-22 12:45:25.205000
511                 	100946              	512                 	2021-12-22 12:45:25.205000
512                 	108771              	513                 	2021-12-22 12:45:25.205000
513                 	104754              	514                 	2021-12-22 12:45:25.205000
514                 	107781              	515                 	2021-12-22 12:45:25.205000
515                 	100913              	516                 	2021-12-22 12:45:25.205000
516                 	103535              	517                 	2021-12-22 12:45:25.205000
517                 	110009              	518                 	2021-12-22 12:45:25.205000
518                 	115894              	519                 	2021-12-22 12:45:25.205000
519                 	100900              	520                 	2021-12-22 12:45:25.205000
520                 	119945              	521                 	2021-12-22 12:45:25.221000
521                 	100887              	522                 	2021-12-22 12:45:25.221000
522                 	100926              	523                 	2021-12-22 12:45:25.221000
523                 	100900              	524                 	2021-12-22 12:45:25.221000
524                 	100894              	525                 	2021-12-22 12:45:25.221000
525                 	106982              	526                 	2021-12-22 12:45:25.221000
526                 	109905              	527                 	2021-12-22 12:45:25.221000
527                 	100900              	528                 	2021-12-22 12:45:25.221000
528                 	116216              	529                 	2021-12-22 12:45:25.221000
529                 	100920              	530                 	2021-12-22 12:45:25.221000
530                 	116976              	531                 	2021-12-22 12:45:25.221000
531                 	100874              	532                 	2021-12-22 12:45:25.236000
532                 	105088              	533                 	2021-12-22 12:45:25.236000
533                 	104957              	534                 	2021-12-22 12:45:25.236000
534                 	106929              	535                 	2021-12-22 12:45:25.236000
535                 	117369              	536                 	2021-12-22 12:45:25.236000
536                 	119951              	537                 	2021-12-22 12:45:25.236000
537                 	100907              	538                 	2021-12-22 12:45:25.236000
538                 	113751              	539                 	2021-12-22 12:45:25.236000
539                 	105042              	540                 	2021-12-22 12:45:25.236000
540                 	100894              	541                 	2021-12-22 12:45:25.252000
541                 	114761              	542                 	2021-12-22 12:45:25.252000
542                 	100920              	543                 	2021-12-22 12:45:25.252000
543                 	123870              	544                 	2021-12-22 12:45:25.252000
544                 	100913              	545                 	2021-12-22 12:45:25.252000
545                 	100920              	546                 	2021-12-22 12:45:25.252000
546                 	100894              	547                 	2021-12-22 12:45:25.252000
547                 	115999              	548                 	2021-12-22 12:45:25.252000
548                 	123392              	549                 	2021-12-22 12:45:25.252000
549                 	100972              	550                 	2021-12-22 12:45:25.252000
550                 	100887              	551                 	2021-12-22 12:45:25.252000
551                 	100913              	552                 	2021-12-22 12:45:25.267000
552                 	110193              	553                 	2021-12-22 12:45:25.267000
553                 	100894              	554                 	2021-12-22 12:45:25.267000
554                 	100894              	555                 	2021-12-22 12:45:25.267000
555                 	106084              	556                 	2021-12-22 12:45:25.267000
556                 	122618              	557                 	2021-12-22 12:45:25.267000
557                 	100920              	558                 	2021-12-22 12:45:25.267000
558                 	100926              	559                 	2021-12-22 12:45:25.267000
559                 	100894              	560                 	2021-12-22 12:45:25.267000
560                 	110462              	561                 	2021-12-22 12:45:25.283000
561                 	100907              	562                 	2021-12-22 12:45:25.283000
562                 	124283              	563                 	2021-12-22 12:45:25.283000
563                 	100920              	564                 	2021-12-22 12:45:25.283000
564                 	110501              	565                 	2021-12-22 12:45:25.283000
565                 	100894              	566                 	2021-12-22 12:45:25.283000
566                 	105474              	567                 	2021-12-22 12:45:25.283000
567                 	106595              	568                 	2021-12-22 12:45:25.283000
568                 	105448              	569                 	2021-12-22 12:45:25.283000
569                 	100907              	570                 	2021-12-22 12:45:25.283000
570                 	100880              	571                 	2021-12-22 12:45:25.299000
571                 	100894              	572                 	2021-12-22 12:45:25.299000
572                 	100933              	573                 	2021-12-22 12:45:25.299000
573                 	100920              	574                 	2021-12-22 12:45:25.299000
574                 	100946              	575                 	2021-12-22 12:45:25.299000
575                 	108941              	576                 	2021-12-22 12:45:25.299000
576                 	104616              	577                 	2021-12-22 12:45:25.299000
577                 	108135              	578                 	2021-12-22 12:45:25.299000
578                 	100985              	579                 	2021-12-22 12:45:25.299000
579                 	106831              	580                 	2021-12-22 12:45:25.314000
580                 	100959              	581                 	2021-12-22 12:45:25.314000
581                 	111248              	582                 	2021-12-22 12:45:25.314000
582                 	100966              	583                 	2021-12-22 12:45:25.314000
583                 	116202              	584                 	2021-12-22 12:45:25.314000
584                 	100907              	585                 	2021-12-22 12:45:25.314000
585                 	105455              	586                 	2021-12-22 12:45:25.314000
586                 	100900              	587                 	2021-12-22 12:45:25.314000
587                 	100952              	588                 	2021-12-22 12:45:25.314000
588                 	107742              	589                 	2021-12-22 12:45:25.314000
589                 	100907              	590                 	2021-12-22 12:45:25.330000
590                 	110101              	591                 	2021-12-22 12:45:25.330000
591                 	100959              	592                 	2021-12-22 12:45:25.330000
592                 	100907              	593                 	2021-12-22 12:45:25.330000
593                 	119722              	594                 	2021-12-22 12:45:25.330000
594                 	107689              	595                 	2021-12-22 12:45:25.330000
595                 	100952              	596                 	2021-12-22 12:45:25.330000
596                 	108994              	597                 	2021-12-22 12:45:25.330000
597                 	100972              	598                 	2021-12-22 12:45:25.346000
598                 	105815              	599                 	2021-12-22 12:45:25.346000
599                 	105671              	600                 	2021-12-22 12:45:25.346000
600                 	100907              	601                 	2021-12-22 12:45:25.346000
601                 	100933              	602                 	2021-12-22 12:45:25.346000
602                 	100920              	603                 	2021-12-22 12:45:25.346000
603                 	107696              	604                 	2021-12-22 12:45:25.346000
604                 	108115              	605                 	2021-12-22 12:45:25.346000
605                 	100887              	606                 	2021-12-22 12:45:25.346000
606                 	109950              	607                 	2021-12-22 12:45:25.346000
607                 	104780              	608                 	2021-12-22 12:45:25.346000
608                 	115488              	609                 	2021-12-22 12:45:25.361000
609                 	100939              	610                 	2021-12-22 12:45:25.361000
610                 	125024              	611                 	2021-12-22 12:45:25.361000
611                 	118948              	612                 	2021-12-22 12:45:25.361000
612                 	108345              	613                 	2021-12-22 12:45:25.361000
613                 	100972              	614                 	2021-12-22 12:45:25.361000
614                 	109675              	615                 	2021-12-22 12:45:25.361000
615                 	106582              	616                 	2021-12-22 12:45:25.361000
616                 	107821              	617                 	2021-12-22 12:45:25.361000
617                 	100907              	618                 	2021-12-22 12:45:25.377000
618                 	109485              	619                 	2021-12-22 12:45:25.377000
619                 	110278              	620                 	2021-12-22 12:45:25.377000
620                 	100880              	621                 	2021-12-22 12:45:25.377000
621                 	100979              	622                 	2021-12-22 12:45:25.377000
622                 	100874              	623                 	2021-12-22 12:45:25.377000
623                 	100880              	624                 	2021-12-22 12:45:25.377000
624                 	101896              	625                 	2021-12-22 12:45:25.377000
625                 	109695              	626                 	2021-12-22 12:45:25.377000
626                 	105304              	627                 	2021-12-22 12:45:25.377000
627                 	104773              	628                 	2021-12-22 12:45:25.377000
628                 	106549              	629                 	2021-12-22 12:45:25.392000
629                 	101011              	630                 	2021-12-22 12:45:25.392000
630                 	100900              	631                 	2021-12-22 12:45:25.392000
631                 	100920              	632                 	2021-12-22 12:45:25.392000
632                 	100939              	633                 	2021-12-22 12:45:25.392000
633                 	100920              	634                 	2021-12-22 12:45:25.392000
634                 	109583              	635                 	2021-12-22 12:45:25.392000
635                 	100933              	636                 	2021-12-22 12:45:25.392000
636                 	110082              	637                 	2021-12-22 12:45:25.392000
637                 	107395              	638                 	2021-12-22 12:45:25.392000
638                 	106641              	639                 	2021-12-22 12:45:25.408000
639                 	100952              	640                 	2021-12-22 12:45:25.408000
640                 	106490              	641                 	2021-12-22 12:45:25.408000
641                 	111635              	642                 	2021-12-22 12:45:25.408000
642                 	111471              	643                 	2021-12-22 12:45:25.408000
643                 	109944              	644                 	2021-12-22 12:45:25.408000
644                 	100874              	645                 	2021-12-22 12:45:25.408000
645                 	119394              	646                 	2021-12-22 12:45:25.408000
646                 	110376              	647                 	2021-12-22 12:45:25.408000
647                 	107899              	648                 	2021-12-22 12:45:25.408000
648                 	118536              	649                 	2021-12-22 12:45:25.424000
649                 	100939              	650                 	2021-12-22 12:45:25.424000
650                 	109695              	651                 	2021-12-22 12:45:25.424000
651                 	100933              	652                 	2021-12-22 12:45:25.424000
652                 	106405              	653                 	2021-12-22 12:45:25.424000
653                 	105900              	654                 	2021-12-22 12:45:25.424000
654                 	116530              	655                 	2021-12-22 12:45:25.424000
655                 	110095              	656                 	2021-12-22 12:45:25.424000
656                 	110743              	657                 	2021-12-22 12:45:25.439000
657                 	108220              	658                 	2021-12-22 12:45:25.439000
658                 	105396              	659                 	2021-12-22 12:45:25.439000
659                 	100874              	660                 	2021-12-22 12:45:25.439000
660                 	100887              	661                 	2021-12-22 12:45:25.439000
661                 	100913              	662                 	2021-12-22 12:45:25.439000
662                 	100900              	663                 	2021-12-22 12:45:25.439000
663                 	100907              	664                 	2021-12-22 12:45:25.439000
664                 	100913              	665                 	2021-12-22 12:45:25.439000
665                 	117533              	666                 	2021-12-22 12:45:25.439000
666                 	105337              	667                 	2021-12-22 12:45:25.439000
667                 	100887              	668                 	2021-12-22 12:45:25.455000
668                 	108738              	669                 	2021-12-22 12:45:25.455000
669                 	108659              	670                 	2021-12-22 12:45:25.455000
670                 	106464              	671                 	2021-12-22 12:45:25.455000
671                 	113253              	672                 	2021-12-22 12:45:25.455000
672                 	100926              	673                 	2021-12-22 12:45:25.455000
673                 	101057              	674                 	2021-12-22 12:45:25.455000
674                 	105946              	675                 	2021-12-22 12:45:25.455000
675                 	100933              	676                 	2021-12-22 12:45:25.455000
676                 	100913              	677                 	2021-12-22 12:45:25.471000
677                 	124624              	678                 	2021-12-22 12:45:25.471000
678                 	105140              	679                 	2021-12-22 12:45:25.471000
679                 	105527              	680                 	2021-12-22 12:45:25.471000
680                 	100907              	681                 	2021-12-22 12:45:25.471000
681                 	100939              	682                 	2021-12-22 12:45:25.471000
682                 	104288              	683                 	2021-12-22 12:45:25.471000
683                 	100939              	684                 	2021-12-22 12:45:25.471000
684                 	109374              	685                 	2021-12-22 12:45:25.471000
685                 	111012              	686                 	2021-12-22 12:45:25.471000
686                 	115423              	687                 	2021-12-22 12:45:25.471000
687                 	100900              	688                 	2021-12-22 12:45:25.486000
688                 	107493              	689                 	2021-12-22 12:45:25.486000
689                 	100920              	690                 	2021-12-22 12:45:25.486000
690                 	100939              	691                 	2021-12-22 12:45:25.486000
691                 	107703              	692                 	2021-12-22 12:45:25.486000
692                 	100913              	693                 	2021-12-22 12:45:25.486000
693                 	100966              	694                 	2021-12-22 12:45:25.486000
694                 	107650              	695                 	2021-12-22 12:45:25.486000
695                 	100874              	696                 	2021-12-22 12:45:25.486000
696                 	100907              	697                 	2021-12-22 12:45:25.502000
697                 	108587              	698                 	2021-12-22 12:45:25.502000
698                 	107028              	699                 	2021-12-22 12:45:25.502000
699                 	101936              	700                 	2021-12-22 12:45:25.502000
700                 	100887              	701                 	2021-12-22 12:45:25.502000
701                 	105271              	702                 	2021-12-22 12:45:25.502000
702                 	109197              	703                 	2021-12-22 12:45:25.502000
703                 	115442              	704                 	2021-12-22 12:45:25.502000
704                 	100894              	705                 	2021-12-22 12:45:25.502000
705                 	116327              	706                 	2021-12-22 12:45:25.502000
706                 	104668              	707                 	2021-12-22 12:45:25.502000
707                 	111556              	708                 	2021-12-22 12:45:25.517000
708                 	100920              	709                 	2021-12-22 12:45:25.517000
709                 	105291              	710                 	2021-12-22 12:45:25.517000
710                 	121563              	711                 	2021-12-22 12:45:25.517000
711                 	104806              	712                 	2021-12-22 12:45:25.517000
712                 	100972              	713                 	2021-12-22 12:45:25.517000
713                 	100933              	714                 	2021-12-22 12:45:25.517000
714                 	100946              	715                 	2021-12-22 12:45:25.517000
715                 	109741              	716                 	2021-12-22 12:45:25.517000
716                 	100900              	717                 	2021-12-22 12:45:25.533000
717                 	107722              	718                 	2021-12-22 12:45:25.533000
718                 	107218              	719                 	2021-12-22 12:45:25.533000
719                 	107316              	720                 	2021-12-22 12:45:25.533000
720                 	100939              	721                 	2021-12-22 12:45:25.533000
721                 	109701              	722                 	2021-12-22 12:45:25.533000
722                 	100887              	723                 	2021-12-22 12:45:25.533000
723                 	100913              	724                 	2021-12-22 12:45:25.533000
724                 	109479              	725                 	2021-12-22 12:45:25.533000
725                 	100887              	726                 	2021-12-22 12:45:25.549000
726                 	100920              	727                 	2021-12-22 12:45:25.549000
727                 	100920              	728                 	2021-12-22 12:45:25.549000
728                 	100959              	729                 	2021-12-22 12:45:25.549000
729                 	104898              	730                 	2021-12-22 12:45:25.549000
730                 	100939              	731                 	2021-12-22 12:45:25.549000
731                 	100933              	732                 	2021-12-22 12:45:25.549000
732                 	109374              	733                 	2021-12-22 12:45:25.549000
733                 	105697              	734                 	2021-12-22 12:45:25.549000
734                 	123831              	735                 	2021-12-22 12:45:25.549000
735                 	101326              	736                 	2021-12-22 12:45:25.564000
736                 	118719              	737                 	2021-12-22 12:45:25.564000
737                 	117677              	738                 	2021-12-22 12:45:25.564000
738                 	100946              	739                 	2021-12-22 12:45:25.564000
739                 	107277              	740                 	2021-12-22 12:45:25.564000
740                 	100920              	741                 	2021-12-22 12:45:25.564000
741                 	100966              	742                 	2021-12-22 12:45:25.564000
742                 	100920              	743                 	2021-12-22 12:45:25.564000
743                 	100867              	744                 	2021-12-22 12:45:25.564000
744                 	100933              	745                 	2021-12-22 12:45:25.564000
745                 	117487              	746                 	2021-12-22 12:45:25.580000
746                 	100939              	747                 	2021-12-22 12:45:25.580000
747                 	110802              	748                 	2021-12-22 12:45:25.580000
748                 	104976              	749                 	2021-12-22 12:45:25.580000
749                 	110016              	750                 	2021-12-22 12:45:25.580000
750                 	101011              	751                 	2021-12-22 12:45:25.580000
751                 	115953              	752                 	2021-12-22 12:45:25.580000
752                 	103358              	753                 	2021-12-22 12:45:25.580000
753                 	106326              	754                 	2021-12-22 12:45:25.595000
754                 	110095              	755                 	2021-12-22 12:45:25.595000
755                 	109741              	756                 	2021-12-22 12:45:25.595000
756                 	100959              	757                 	2021-12-22 12:45:25.595000
757                 	100992              	758                 	2021-12-22 12:45:25.595000
758                 	123536              	759                 	2021-12-22 12:45:25.595000
759                 	109577              	760                 	2021-12-22 12:45:25.595000
760                 	100920              	761                 	2021-12-22 12:45:25.595000
761                 	112814              	762                 	2021-12-22 12:45:25.595000
762                 	100966              	763                 	2021-12-22 12:45:25.611000
763                 	100894              	764                 	2021-12-22 12:45:25.611000
764                 	100952              	765                 	2021-12-22 12:45:25.611000
765                 	123615              	766                 	2021-12-22 12:45:25.611000
766                 	100920              	767                 	2021-12-22 12:45:25.611000
767                 	109898              	768                 	2021-12-22 12:45:25.611000
768                 	104865              	769                 	2021-12-22 12:45:25.611000
769                 	111550              	770                 	2021-12-22 12:45:25.611000
770                 	107375              	771                 	2021-12-22 12:45:25.611000
771                 	100907              	772                 	2021-12-22 12:45:25.627000
772                 	100959              	773                 	2021-12-22 12:45:25.627000
773                 	100887              	774                 	2021-12-22 12:45:25.627000
774                 	100920              	775                 	2021-12-22 12:45:25.627000
775                 	105396              	776                 	2021-12-22 12:45:25.627000
776                 	115790              	777                 	2021-12-22 12:45:25.627000
777                 	101877              	778                 	2021-12-22 12:45:25.627000
778                 	100887              	779                 	2021-12-22 12:45:25.627000
779                 	100913              	780                 	2021-12-22 12:45:25.627000
780                 	100900              	781                 	2021-12-22 12:45:25.627000
781                 	110219              	782                 	2021-12-22 12:45:25.627000
782                 	100880              	783                 	2021-12-22 12:45:25.642000
783                 	100959              	784                 	2021-12-22 12:45:25.642000
784                 	101031              	785                 	2021-12-22 12:45:25.642000
785                 	109479              	786                 	2021-12-22 12:45:25.642000
786                 	106097              	787                 	2021-12-22 12:45:25.642000
787                 	100920              	788                 	2021-12-22 12:45:25.642000
788                 	100920              	789                 	2021-12-22 12:45:25.642000
789                 	100939              	790                 	2021-12-22 12:45:25.642000
790                 	111923              	791                 	2021-12-22 12:45:25.642000
791                 	100913              	792                 	2021-12-22 12:45:25.658000
792                 	117435              	793                 	2021-12-22 12:45:25.658000
793                 	114407              	794                 	2021-12-22 12:45:25.658000
794                 	100907              	795                 	2021-12-22 12:45:25.658000
795                 	100992              	796                 	2021-12-22 12:45:25.658000
796                 	105632              	797                 	2021-12-22 12:45:25.658000
797                 	110219              	798                 	2021-12-22 12:45:25.658000
798                 	100854              	799                 	2021-12-22 12:45:25.658000
799                 	100913              	800                 	2021-12-22 12:45:25.658000
800                 	112965              	801                 	2021-12-22 12:45:25.674000
801                 	106556              	802                 	2021-12-22 12:45:25.674000
802                 	110586              	803                 	2021-12-22 12:45:25.674000
803                 	100939              	804                 	2021-12-22 12:45:25.674000
804                 	100907              	805                 	2021-12-22 12:45:25.674000
805                 	109007              	806                 	2021-12-22 12:45:25.674000
806                 	100959              	807                 	2021-12-22 12:45:25.674000
807                 	100887              	808                 	2021-12-22 12:45:25.674000
808                 	117854              	809                 	2021-12-22 12:45:25.674000
809                 	120987              	810                 	2021-12-22 12:45:25.674000
810                 	100874              	811                 	2021-12-22 12:45:25.689000
811                 	106241              	812                 	2021-12-22 12:45:25.689000
812                 	107218              	813                 	2021-12-22 12:45:25.689000
813                 	100972              	814                 	2021-12-22 12:45:25.689000
814                 	105363              	815                 	2021-12-22 12:45:25.689000
815                 	100867              	816                 	2021-12-22 12:45:25.689000
816                 	109642              	817                 	2021-12-22 12:45:25.689000
817                 	124008              	818                 	2021-12-22 12:45:25.689000
818                 	100952              	819                 	2021-12-22 12:45:25.689000
819                 	100920              	820                 	2021-12-22 12:45:25.689000
820                 	100913              	821                 	2021-12-22 12:45:25.705000
821                 	108345              	822                 	2021-12-22 12:45:25.705000
822                 	100946              	823                 	2021-12-22 12:45:25.705000
823                 	109911              	824                 	2021-12-22 12:45:25.705000
824                 	105035              	825                 	2021-12-22 12:45:25.705000
825                 	114295              	826                 	2021-12-22 12:45:25.705000
826                 	100913              	827                 	2021-12-22 12:45:25.705000
827                 	109413              	828                 	2021-12-22 12:45:25.705000
828                 	110396              	829                 	2021-12-22 12:45:25.705000
829                 	105547              	830                 	2021-12-22 12:45:25.720000
830                 	100913              	831                 	2021-12-22 12:45:25.720000
831                 	105632              	832                 	2021-12-22 12:45:25.720000
832                 	120738              	833                 	2021-12-22 12:45:25.720000
833                 	100946              	834                 	2021-12-22 12:45:25.720000
834                 	113024              	835                 	2021-12-22 12:45:25.720000
835                 	100854              	836                 	2021-12-22 12:45:25.720000
836                 	109662              	837                 	2021-12-22 12:45:25.720000
837                 	100952              	838                 	2021-12-22 12:45:25.720000
838                 	100880              	839                 	2021-12-22 12:45:25.720000
839                 	109793              	840                 	2021-12-22 12:45:25.736000
840                 	108732              	841                 	2021-12-22 12:45:25.736000
841                 	100946              	842                 	2021-12-22 12:45:25.736000
842                 	100972              	843                 	2021-12-22 12:45:25.736000
843                 	100907              	844                 	2021-12-22 12:45:25.736000
844                 	100933              	845                 	2021-12-22 12:45:25.736000
845                 	100933              	846                 	2021-12-22 12:45:25.736000
846                 	109865              	847                 	2021-12-22 12:45:25.736000
847                 	105035              	848                 	2021-12-22 12:45:25.736000
848                 	100894              	849                 	2021-12-22 12:45:25.752000
849                 	100913              	850                 	2021-12-22 12:45:25.752000
850                 	106215              	851                 	2021-12-22 12:45:25.752000
851                 	100998              	852                 	2021-12-22 12:45:25.752000
852                 	113090              	853                 	2021-12-22 12:45:25.752000
853                 	100887              	854                 	2021-12-22 12:45:25.752000
854                 	100972              	855                 	2021-12-22 12:45:25.752000
855                 	109819              	856                 	2021-12-22 12:45:25.752000
856                 	100946              	857                 	2021-12-22 12:45:25.752000
857                 	100920              	858                 	2021-12-22 12:45:25.752000
858                 	100939              	859                 	2021-12-22 12:45:25.752000
859                 	109590              	860                 	2021-12-22 12:45:25.767000
860                 	105402              	861                 	2021-12-22 12:45:25.767000
861                 	100939              	862                 	2021-12-22 12:45:25.767000
862                 	109813              	863                 	2021-12-22 12:45:25.767000
863                 	105579              	864                 	2021-12-22 12:45:25.767000
864                 	109636              	865                 	2021-12-22 12:45:25.767000
865                 	100933              	866                 	2021-12-22 12:45:25.767000
866                 	100933              	867                 	2021-12-22 12:45:25.767000
867                 	118975              	868                 	2021-12-22 12:45:25.767000
868                 	110121              	869                 	2021-12-22 12:45:25.783000
869                 	108351              	870                 	2021-12-22 12:45:25.783000
870                 	110206              	871                 	2021-12-22 12:45:25.783000
871                 	123575              	872                 	2021-12-22 12:45:25.783000
872                 	105933              	873                 	2021-12-22 12:45:25.783000
873                 	108600              	874                 	2021-12-22 12:45:25.783000
874                 	101070              	875                 	2021-12-22 12:45:25.783000
875                 	100946              	876                 	2021-12-22 12:45:25.783000
876                 	105199              	877                 	2021-12-22 12:45:25.783000
877                 	119066              	878                 	2021-12-22 12:45:25.783000
878                 	109151              	879                 	2021-12-22 12:45:25.799000
879                 	109439              	880                 	2021-12-22 12:45:25.799000
880                 	100972              	881                 	2021-12-22 12:45:25.799000
881                 	100920              	882                 	2021-12-22 12:45:25.799000
882                 	100946              	883                 	2021-12-22 12:45:25.799000
883                 	100959              	884                 	2021-12-22 12:45:25.799000
884                 	100920              	885                 	2021-12-22 12:45:25.799000
885                 	100874              	886                 	2021-12-22 12:45:25.799000
886                 	100887              	887                 	2021-12-22 12:45:25.799000
887                 	122599              	888                 	2021-12-22 12:45:25.799000
888                 	100946              	889                 	2021-12-22 12:45:25.814000
889                 	100926              	890                 	2021-12-22 12:45:25.814000
890                 	109865              	891                 	2021-12-22 12:45:25.814000
891                 	109977              	892                 	2021-12-22 12:45:25.814000
892                 	100907              	893                 	2021-12-22 12:45:25.814000
893                 	100920              	894                 	2021-12-22 12:45:25.814000
894                 	101031              	895                 	2021-12-22 12:45:25.814000
895                 	113542              	896                 	2021-12-22 12:45:25.814000
896                 	105022              	897                 	2021-12-22 12:45:25.814000
897                 	108594              	898                 	2021-12-22 12:45:25.814000
898                 	119945              	899                 	2021-12-22 12:45:25.830000
899                 	100985              	900                 	2021-12-22 12:45:25.830000
900                 	110095              	901                 	2021-12-22 12:45:25.830000
901                 	110003              	902                 	2021-12-22 12:45:25.830000
902                 	105166              	903                 	2021-12-22 12:45:25.830000
903                 	100959              	904                 	2021-12-22 12:45:25.830000
904                 	104577              	905                 	2021-12-22 12:45:25.830000
905                 	110206              	906                 	2021-12-22 12:45:25.830000
906                 	109505              	907                 	2021-12-22 12:45:25.830000
907                 	104334              	908                 	2021-12-22 12:45:25.845000
908                 	105481              	909                 	2021-12-22 12:45:25.845000
909                 	100900              	910                 	2021-12-22 12:45:25.845000
910                 	100894              	911                 	2021-12-22 12:45:25.845000
911                 	100933              	912                 	2021-12-22 12:45:25.845000
912                 	105481              	913                 	2021-12-22 12:45:25.845000
913                 	109918              	914                 	2021-12-22 12:45:25.845000
914                 	101188              	915                 	2021-12-22 12:45:25.845000
915                 	110003              	916                 	2021-12-22 12:45:25.845000
916                 	104957              	917                 	2021-12-22 12:45:25.845000
917                 	100966              	918                 	2021-12-22 12:45:25.861000
918                 	100926              	919                 	2021-12-22 12:45:25.861000
919                 	109315              	920                 	2021-12-22 12:45:25.861000
920                 	100887              	921                 	2021-12-22 12:45:25.861000
921                 	100920              	922                 	2021-12-22 12:45:25.861000
922                 	100939              	923                 	2021-12-22 12:45:25.861000
923                 	109544              	924                 	2021-12-22 12:45:25.861000
924                 	100880              	925                 	2021-12-22 12:45:25.861000
925                 	110508              	926                 	2021-12-22 12:45:25.861000
926                 	100933              	927                 	2021-12-22 12:45:25.877000
927                 	124847              	928                 	2021-12-22 12:45:25.877000
928                 	106516              	929                 	2021-12-22 12:45:25.877000
929                 	107486              	930                 	2021-12-22 12:45:25.877000
930                 	108679              	931                 	2021-12-22 12:45:25.877000
931                 	100894              	932                 	2021-12-22 12:45:25.877000
932                 	109085              	933                 	2021-12-22 12:45:25.877000
933                 	100907              	934                 	2021-12-22 12:45:25.877000
934                 	100933              	935                 	2021-12-22 12:45:25.877000
935                 	117146              	936                 	2021-12-22 12:45:25.877000
936                 	105664              	937                 	2021-12-22 12:45:25.892000
937                 	100933              	938                 	2021-12-22 12:45:25.892000
938                 	109151              	939                 	2021-12-22 12:45:25.892000
939                 	100985              	940                 	2021-12-22 12:45:25.892000
940                 	100952              	941                 	2021-12-22 12:45:25.892000
941                 	106949              	942                 	2021-12-22 12:45:25.892000
942                 	100900              	943                 	2021-12-22 12:45:25.892000
943                 	109918              	944                 	2021-12-22 12:45:25.892000
944                 	124054              	945                 	2021-12-22 12:45:25.892000
945                 	100933              	946                 	2021-12-22 12:45:25.908000
946                 	100907              	947                 	2021-12-22 12:45:25.908000
947                 	105841              	948                 	2021-12-22 12:45:25.908000
948                 	126321              	949                 	2021-12-22 12:45:25.908000
949                 	100998              	950                 	2021-12-22 12:45:25.908000
950                 	100907              	951                 	2021-12-22 12:45:25.908000
951                 	108227              	952                 	2021-12-22 12:45:25.908000
952                 	105874              	953                 	2021-12-22 12:45:25.908000
953                 	100920              	954                 	2021-12-22 12:45:25.908000
954                 	109557              	955                 	2021-12-22 12:45:25.908000
955                 	100900              	956                 	2021-12-22 12:45:25.924000
956                 	104930              	957                 	2021-12-22 12:45:25.924000
957                 	100966              	958                 	2021-12-22 12:45:25.924000
958                 	101929              	959                 	2021-12-22 12:45:25.924000
959                 	100920              	960                 	2021-12-22 12:45:25.924000
960                 	100926              	961                 	2021-12-22 12:45:25.924000
961                 	100946              	962                 	2021-12-22 12:45:25.924000
962                 	100939              	963                 	2021-12-22 12:45:25.924000
963                 	100900              	964                 	2021-12-22 12:45:25.924000
964                 	106149              	965                 	2021-12-22 12:45:25.939000
965                 	105802              	966                 	2021-12-22 12:45:25.939000
966                 	100900              	967                 	2021-12-22 12:45:25.939000
967                 	106818              	968                 	2021-12-22 12:45:25.939000
968                 	100907              	969                 	2021-12-22 12:45:25.939000
969                 	100900              	970                 	2021-12-22 12:45:25.939000
970                 	100933              	971                 	2021-12-22 12:45:25.939000
971                 	100920              	972                 	2021-12-22 12:45:25.939000
972                 	118889              	973                 	2021-12-22 12:45:25.939000
973                 	100952              	974                 	2021-12-22 12:45:25.939000
974                 	109826              	975                 	2021-12-22 12:45:25.955000
975                 	115980              	976                 	2021-12-22 12:45:25.955000
976                 	100966              	977                 	2021-12-22 12:45:25.955000
977                 	109413              	978                 	2021-12-22 12:45:25.955000
978                 	100913              	979                 	2021-12-22 12:45:25.955000
979                 	100946              	980                 	2021-12-22 12:45:25.955000
980                 	100926              	981                 	2021-12-22 12:45:25.955000
981                 	101614              	982                 	2021-12-22 12:45:25.955000
982                 	101870              	983                 	2021-12-22 12:45:25.955000
983                 	109583              	984                 	2021-12-22 12:45:25.970000
984                 	119302              	985                 	2021-12-22 12:45:25.970000
985                 	100887              	986                 	2021-12-22 12:45:25.970000
986                 	105651              	987                 	2021-12-22 12:45:25.970000
987                 	100913              	988                 	2021-12-22 12:45:25.970000
988                 	100894              	989                 	2021-12-22 12:45:25.970000
989                 	100848              	990                 	2021-12-22 12:45:25.970000
990                 	100874              	991                 	2021-12-22 12:45:25.970000
991                 	110632              	992                 	2021-12-22 12:45:25.970000
992                 	100907              	993                 	2021-12-22 12:45:25.970000
993                 	100959              	994                 	2021-12-22 12:45:25.986000
994                 	100952              	995                 	2021-12-22 12:45:25.986000
995                 	100933              	996                 	2021-12-22 12:45:25.986000
